gene	chr	start	end	ecto	endo	meso	min_dist	Len	percCG	percGC	percC	percCHG	set	thrE	thrGE	set_ds	log.dist
Rfx5	3	94954075	94961561	2.908878	2.7764509	2.8834858	7973	7486	3.8	50.1	17	7	Sim	-12	ALL GE	SEG	3.9016762313263755
Psmd4	3	95032694	95042614	8.451318	8.150223	8.464438	26989	9920	3	47.1	18	6	Sim	-12	ALL GE	SEG	4.431202884556517
Gabpb2	3	95181766	95217916	6.2450824	6.0540977	6.129635	10761	36150	1.9	44	17	6	Sim	-12	ALL GE	SEG	4.031892987710475
Gdap2	3	100162381	100206981	3.8219547	4.6958127	4.246287	26	44600	2.2	42.4	15	5	Sim	-12	ALL GE	SEG	1.4313637641589874
Ap4b1	3	103809520	103822025	4.0498796	4.6537375	4.30623	6391	12505	2.3	42.5	15	5	Sim	-12	ALL GE	SEG	3.805636766305935
6530418L21Rik	3	105704599	105720842	1.2628615	-0.34767053	0.47208035	17025	16243	2.4	49.3	17	6	Sim	-12	ALL GE	SEG	4.231112629056352
Frrs1	3	116878227	116903750	5.7243705	5.5165157	4.285149	70061	25523	2.7	43.4	16	5	Sim	-12	ALL GE	SEG	4.845482530591811
Rwdd3	3	121155400	121171695	0.8574925	2.024469	1.9987631	111403	16295	2.7	43.6	17	5	Sim	-12	ALL GE	SEG	5.046900784614553
Ank2	3	126921607	126998452	4.270636	3.9629421	2.960859	329420	76845	2.2	40.8	16	5	Sim	-12	ALL GE	SEG	5.517751281213262
Alpk1	3	127670399	127780527	-3.716499	-2.2887769	-0.18513829	9345	110128	2.5	43.8	17	5	Sim	-12	ALL GE	SEG	3.9706257766882946
Cisd2	3	135406412	135423925	7.1432476	7.169835	7.291672	14372	17513	3.2	42.5	16	5	Sim	-12	ALL GE	SEG	4.157547425577808
Adh5	3	138443093	138455499	8.52954	8.153544	8.489614	27627	12406	3.6	46.1	16	6	Sim	-12	ALL GE	SEG	4.441349447334109
Cth	3	157894248	157925077	6.0908566	5.86766	5.878412	192	30829	1.6	41.9	16	5	Sim	-12	ALL GE	SEG	2.285557309007774
Otud6b	4	14809498	14826587	7.160018	6.826215	7.175414	30527	17089	2.4	39.9	16	5	Sim	-12	ALL GE	SEG	4.484698353024001
Ndufaf4	4	24898083	24905001	7.121057	6.926513	7.277756	69366	6918	2.5	39.5	12	4	Sim	-12	ALL GE	SEG	4.841152912437848
Rngtt	4	33310311	33502614	5.816123	5.241044	5.717096	174	192303	1.3	39.2	14	5	Sim	-12	ALL GE	SEG	2.2430380486862944
Cnr1	4	33924593	33948831	0.40149844	0.37114766	1.3675019	125598	24238	2.3	41.4	15	5	Sim	-12	ALL GE	SEG	5.098986181628798
Nfx1	4	40970906	41025993	7.2958083	6.967762	7.380605	22499	55087	2.2	43.9	16	6	Sim	-12	ALL GE	SEG	4.352182518111363
Atp8b5	4	43267159	43373833	-1.503505	-1.9784368	0.06622619	114820	106674	2	44	16	6	Sim	-12	ALL GE	SEG	5.060021324909155
Rusc2	4	43381979	43427088	0.15498649	-0.6288523	-1.2890391	47155	45109	3.8	49.5	17	7	Sim	-12	ALL GE	SEG	4.6735369590268805
4930412F15Rik	4	43659622	43669145	4.2840137	4.4846916	4.402002	174	9523	2.8	49	17	6	Sim	-12	ALL GE	SEG	2.2430380486862944
1300002K09Rik	4	45848664	45887008	-0.31794947	1.271938	-0.37591654	21741	38344	2.4	48.8	18	6	Sim	-12	ALL GE	SEG	4.337299491406797
Tmod1	4	46038935	46116032	4.641453	4.512899	4.5482817	73601	77097	2.7	49.2	18	6	Sim	-12	ALL GE	SEG	4.866889615657642
Anp32b	4	46450902	46472657	9.591232	9.026304	9.61581	37396	21755	4	46.7	15	6	Sim	-12	ALL GE	SEG	4.5728367643474535
Rad23b	4	55350043	55392237	6.5274324	6.225503	6.4252954	68799	42194	1.7	40.2	14	5	Sim	-12	ALL GE	SEG	4.837588438235511
1110054O05Rik	4	59769637	59801589	6.3803363	5.774079	6.158796	4251	31952	2.2	43.2	17	5	Sim	-12	ALL GE	SEG	3.6285932558512592
Whrn	4	63414910	63495991	1.3977168	1.9682338	0.56051826	48781	81081	2.9	50.4	18	7	Sim	-12	ALL GE	SEG	4.688259601864511
Dennd4c	4	86748555	86850603	3.5026698	3.2196517	2.9593816	78495	102048	1.6	40.3	14	5	Sim	-12	ALL GE	SEG	4.894847526526291
Mier1	4	103114390	103165754	6.7859716	6.801865	6.8471866	165	51364	2.2	39	14	5	Sim	-12	ALL GE	SEG	2.220108088040055
Orc1	4	108579423	108614833	6.233593	5.30786	6.098363	87	35410	1.8	42.4	15	5	Sim	-12	ALL GE	SEG	1.9444826721501687
St3gal3	4	117932154	118134914	2.2773402	1.9802562	2.8154063	159878	202760	2.8	47.7	18	6	Sim	-12	ALL GE	SEG	5.203791423201777
Kdm4a	4	118136957	118180043	3.415592	3.854453	3.281408	111362	43086	3.8	49.9	18	7	Sim	-12	ALL GE	SEG	5.046740921852482
Ppih	4	119300010	119320546	7.0139713	6.883751	6.973239	25942	20536	2.3	46.1	17	6	Sim	-12	ALL GE	SEG	4.414020195653663
Rlf	4	121145373	121215084	5.98929	5.697179	5.9527116	105858	69711	2	41.2	16	5	Sim	-12	ALL GE	SEG	5.024727787099674
Bmp8b	4	123105165	123132099	3.8616166	3.4831085	3.8343432	11137	26934	3.5	51.5	18	7	Sim	-12	ALL GE	SEG	4.04680721355374
Bmp8a	4	123312645	123343252	-1.2451931	-0.074652106	-0.47367662	19618	30607	3.8	52.4	19	7	Sim	-12	ALL GE	SEG	4.292676867185116
Rragc	4	123917446	123936997	2.7249362	3.8634067	3.6018372	177	19551	2.4	43.2	15	5	Sim	-12	ALL GE	SEG	2.250420002308894
Yars	4	129189760	129219607	7.229543	6.448504	7.062244	33	29847	2.7	47.2	16	6	Sim	-12	ALL GE	SEG	1.5314789170422551
Marcksl1	4	129513581	129515985	8.425927	8.38492	8.650215	3835	2404	12.4	63.6	18	7	Sim	-12	ALL GE	SEG	3.583878598498626
2610002D18Rik	4	134510999	134523927	5.1655884	4.8605638	5.223996	14302	12928	3.3	46.6	15	6	Sim	-12	ALL GE	SEG	4.155427138639798
Hmgcl	4	135946448	135962617	5.5733104	5.203076	5.479575	17279	16169	3.4	51	17	7	Sim	-12	ALL GE	SEG	4.237543738142874
Rpl11	4	136028265	136053428	10.068238	10.156228	10.172879	49862	25163	2.6	47.2	18	7	Sim	-12	ALL GE	SEG	4.697778404216913
Pink1	4	138313409	138326307	2.6836045	4.0084143	3.4912984	21577	12898	3.8	52.6	19	7	Sim	-12	ALL GE	SEG	4.334011188761349
Mrto4	4	139347435	139352576	7.4235754	6.956966	7.4101167	11	5141	4.9	53	20	7	Sim	-12	ALL GE	SEG	1.0791812460476249
Spen	4	141467890	141538597	4.7847958	4.596309	4.9082093	67499	70707	4.4	48.6	17	7	Sim	-12	ALL GE	SEG	4.829303772831025
Ube4b	4	149328416	149426749	6.8852715	6.7823634	6.848717	92110	98333	3.1	47.2	17	6	Sim	-12	ALL GE	SEG	4.9643114972330915
Ssu72	4	155704800	155733879	7.6509156	7.914033	7.9195595	10458	29079	2.6	44.9	16	6	Sim	-12	ALL GE	SEG	4.019490162997508
Ankib1	5	3690000	3803109	3.7695134	3.2094738	4.0875797	56	113109	1.4	39.3	15	5	Sim	-12	ALL GE	SEG	1.7558748556724915
Mll3	5	25271798	25498783	4.746654	5.099068	5.112838	17284	226985	1.2	38.5	15	4	Sim	-12	ALL GE	SEG	4.237669383878425
Tyms	5	30058202	30073617	7.4280434	7.407982	7.514987	31742	15415	1.9	42.8	17	5	Sim	-12	ALL GE	SEG	4.5016479691068145
Fam53a	5	33600351	33629635	6.144729	5.8735137	6.0730753	22939	29284	2.2	47.3	19	6	Sim	-12	ALL GE	SEG	4.360593413565248
Tada2b	5	36473670	36484285	2.804209	2.9530632	2.9209206	303	10615	3.7	50.3	19	7	Sim	-12	ALL GE	SEG	2.482873583608754
Tbc1d14	5	36490604	36593276	5.9399257	5.468246	5.8154745	102748	102672	2.1	47	19	6	Sim	-12	ALL GE	SEG	5.011777603817253
Utp3	5	88554483	88556083	6.9498057	6.7819343	7.0737867	26592	1600	7.5	50.3	11	6	Sim	-12	ALL GE	SEG	4.424767333568977
Slc4a4	5	88886818	89239653	4.1414824	4.3158875	5.1402726	121822	352835	2	41.6	16	5	Sim	-12	ALL GE	SEG	5.085729290185951
Ung	5	114130386	114139323	6.647636	5.8980803	6.2037506	2168	8937	6.4	53.5	15	7	Sim	-12	ALL GE	SEG	3.336259552014193
Rasal1	5	120648812	120679597	0.24192207	1.518578	0.22553402	772	30785	3.2	53.3	18	7	Sim	-12	ALL GE	SEG	2.888179493918325
Rhof	5	123103044	123132692	2.409032	2.4532294	2.0263162	8974	29648	3.3	51	17	7	Sim	-12	ALL GE	SEG	3.953034457250357
Pitpnm2	5	124118690	124249760	3.0552907	2.4271164	2.8022761	54853	131070	3.2	51.5	18	7	Sim	-12	ALL GE	SEG	4.739208302185804
Snrnp35	5	124483134	124491124	3.1301312	3.3294616	3.303321	4768	7990	3.6	49.4	17	6	Sim	-12	ALL GE	SEG	3.6784273224338673
Rilpl1	5	124493082	124531391	3.3690343	2.5206375	3.0934305	9304	38309	3.6	50.4	19	7	Sim	-12	ALL GE	SEG	3.968716377466786
Mmp17	5	129584169	129608875	1.0861645	-0.20471267	1.6956568	39486	24706	4.2	53	19	7	Sim	-12	ALL GE	SEG	4.596454139739651
Gusb	5	129989011	130003049	5.9068837	5.3481374	6.0110607	22083	14038	3.7	49.6	17	6	Sim	-12	ALL GE	SEG	4.3440777384681
Eif4h	5	134619880	134639348	8.660392	8.265044	8.580635	24325	19468	3	47.9	18	7	Sim	-12	ALL GE	SEG	4.386070702406175
Tmem120a	5	135735485	135744271	5.2521677	5.1869564	5.356877	34114	8786	4.2	52.4	19	7	Sim	-12	ALL GE	SEG	4.532945375615925
Pop7	5	137501438	137502518	5.210471	5.3432	5.391081	16362	1080	10.4	56.9	19	7	Sim	-12	ALL GE	SEG	4.213862930386819
Mblac1	5	138194314	138195621	1.9352052	1.6672798	2.135918	6829	1307	11.6	58.8	14	7	Sim	-12	ALL GE	SEG	3.8344207036815328
Elfn1	5	139907943	139974711	0.31592262	-0.44078	-5.5558257	81100	66768	3.7	51.9	19	7	Sim	-12	ALL GE	SEG	4.90902620922724
Fbxl18	5	142866946	142895421	5.604404	5.6164293	5.7318864	11333	28475	3.9	53.6	19	8	Sim	-12	ALL GE	SEG	4.054383208305477
Zdhhc4	5	143316489	143329256	4.554964	4.926513	4.9025807	9	12767	3.7	49.8	18	7	Sim	-12	ALL GE	SEG	1
Usp42	5	143710325	143732280	4.821249	5.004005	5.163456	85508	21955	3.9	46.2	17	6	Sim	-12	ALL GE	SEG	4.932011827530899
Pms2	5	143909964	143937309	5.8521485	5.4944177	5.585643	117	27345	2.7	43.5	15	6	Sim	-12	ALL GE	SEG	2.0718820073061255
Cpsf4	5	145167213	145182041	6.2611713	5.796563	6.1231046	105	14828	3.4	50.5	17	7	Sim	-12	ALL GE	SEG	2.0253058652647704
Zfp655	5	145231723	145247302	5.324911	5.130088	5.3719525	27161	15579	2.2	42.9	16	5	Sim	-12	ALL GE	SEG	4.4339617448788955
Tmem168	6	13580687	13608100	4.5579324	4.555709	4.518483	69866	27413	2.1	39.1	16	5	Sim	-12	ALL GE	SEG	4.844272095602742
Fam3c	6	22306520	22356243	4.908546	4.670993	5.21927	68016	49723	2.7	42.2	16	5	Sim	-12	ALL GE	SEG	4.8326174727572715
Luc7l2	6	38551334	38609470	6.2542605	6.2388563	6.168155	17832	58136	1.5	37.7	14	4	Sim	-12	ALL GE	SEG	4.251224409571832
2410003K15Rik	6	49073795	49086751	7.005377	6.8990703	6.929752	37277	12956	2.5	42.3	15	6	Sim	-12	ALL GE	SEG	4.571452603996758
Vopp1	6	57727807	57825154	3.1661441	4.956871	4.7373586	19339	97347	1.3	41.3	16	5	Sim	-12	ALL GE	SEG	4.286456469746983
Nap1l5	6	58905234	58907126	-0.89052814	1.8617827	0.76835483	75661	1892	6.1	44.3	16	5	Sim	-12	ALL GE	SEG	4.878877816965764
Tacstd2	6	67534059	67535822	0.70671254	2.0560515	-1.5224026	43967	1763	11	54.3	16	6	Sim	-12	ALL GE	SEG	4.643136711043438
Aup1	6	83054653	83057680	5.195574	5.7654204	5.6240835	620	3027	7.9	56.9	20	7	Sim	-12	ALL GE	SEG	2.79309160017658
Mob1a	6	83326016	83343776	5.852321	6.049113	6.215561	8410	17760	2.1	41.9	15	5	Sim	-12	ALL GE	SEG	3.924847632975537
Pcbp1	6	86524499	86526171	8.159181	7.982733	8.230686	45341	1672	14.9	57.6	13	7	Sim	-12	ALL GE	SEG	4.656500672601419
Nr2c2	6	92091390	92173057	5.4640884	5.4445777	5.1583123	75273	81667	1.3	40.9	15	5	Sim	-12	ALL GE	SEG	4.8766449947079895
Trnt1	6	106769120	106782474	7.6208186	7.1788287	7.4814854	24011	13354	2	39	13	5	Sim	-12	ALL GE	SEG	4.380428334683836
Rpusd3	6	113415319	113419348	4.7548065	4.845033	4.2595577	16412	4029	3.8	54.8	20	8	Sim	-12	ALL GE	SEG	4.215187969497132
Rad52	6	119902698	119922828	4.2977753	4.128738	4.2263536	54505	20130	2.1	44.7	16	6	Sim	-12	ALL GE	SEG	4.73644431188151
Usp5	6	124815019	124829484	7.5873337	7.277506	7.592492	63	14465	3.4	50.4	19	7	Sim	-12	ALL GE	SEG	1.806179973983887
Mlf2	6	124931388	124936138	8.182927	8.074482	8.110385	14525	4750	6.5	54.3	16	7	Sim	-12	ALL GE	SEG	4.162146039825377
Ncapd2	6	125168009	125191595	7.79467	7.2037168	7.686325	206	23586	3.1	47.9	18	6	Sim	-12	ALL GE	SEG	2.315970345456918
Dusp16	6	134715473	134792625	3.2045307	3.931553	2.9867227	37529	77152	1.9	41.7	16	5	Sim	-12	ALL GE	SEG	4.574378564413083
Rerg	6	137054825	137170497	3.652206	1.6857524	3.3574378	81802	115672	2.5	43.8	17	5	Sim	-12	ALL GE	SEG	4.912769231049744
Pyroxd1	6	142345654	142363257	5.3236666	5.3625617	4.993357	41433	17603	3.2	44.3	15	6	Sim	-12	ALL GE	SEG	4.6173568617094
Recql	6	142350342	142387087	5.5415316	5.361126	5.38164	134	36745	2.8	44.4	17	6	Sim	-12	ALL GE	SEG	2.130333768495006
Casc1	6	145174834	145210970	-1.44801	0.44240633	-2.6250882	28695	36136	2.8	46.3	16	6	Sim	-12	ALL GE	SEG	4.45782136366791
Ccdc91	6	147475871	147632612	4.893855	5.1690145	4.850379	175	156741	1.5	43.3	16	6	Sim	-12	ALL GE	SEG	2.24551266781415
Ube2s	7	4808155	4812351	5.887802	5.6802354	6.057964	19477	4196	3.9	49.2	20	6	Sim	-12	ALL GE	SEG	4.289544361497647
Kptn	7	16119895	16127516	4.218532	4.4569983	4.018768	10405	7621	2.7	51.3	18	7	Sim	-12	ALL GE	SEG	4.017283821560018
Strn4	7	16815889	16840931	5.1661444	4.925348	5.384029	843	25042	3	51.8	17	7	Sim	-12	ALL GE	SEG	2.926342446625655
Prkd2	7	16842902	16870461	2.3651662	3.0588887	2.7393692	27013	27559	3.6	50.7	18	7	Sim	-12	ALL GE	SEG	4.431588895527995
Fbxo46	7	19119859	19138261	4.13525	4.466645	4.2138057	1491	18402	3.2	48.8	16	6	Sim	-12	ALL GE	SEG	3.17376882313665
Rtn2	7	19282662	19296164	2.0838127	1.1601241	1.4427646	2613	13502	4.3	50.1	18	6	Sim	-12	ALL GE	SEG	3.4173055832445254
Pvr	7	19903578	19921160	3.013894	4.367147	4.2487087	431	17582	3.5	50.2	17	6	Sim	-12	ALL GE	SEG	2.635483746814912
Zfp108	7	24257644	24261914	-0.1535626	-0.80335015	1.0934304	12776	4270	2.6	48.8	19	6	Sim	-12	ALL GE	SEG	4.106428894793411
Rps19	7	24884371	24889806	10.202542	10.307786	10.334293	13010	5435	5	52.9	15	7	Sim	-12	ALL GE	SEG	4.114310676868424
Hnrnpul1	7	25721498	25754730	4.962981	4.9640775	5.099817	33975	33232	2.2	46.3	17	6	Sim	-12	ALL GE	SEG	4.531172247982623
Psmc4	7	28041707	28050101	8.854025	8.55734	8.78867	21135	8394	4	51.5	22	7	Sim	-12	ALL GE	SEG	4.325022800270452
Ggn	7	29170220	29173933	-2.0884676	-1.2047126	-2.4265425	379	3713	9.5	60.3	21	8	Sim	-12	ALL GE	SEG	2.57978359661681
Zfp74	7	29930815	29954089	3.6553767	3.7952874	4.047337	468	23274	2.7	44.2	16	6	Sim	-12	ALL GE	SEG	2.6711728427150834
Zfp382	7	30121942	30134665	1.8711934	1.7112231	2.0698833	27165	12723	3.3	45.5	15	6	Sim	-12	ALL GE	SEG	4.4340256963562465
Polr2i	7	30231948	30233390	6.701641	6.4868	6.790896	324	1442	11.9	57.2	17	7	Sim	-12	ALL GE	SEG	2.5118833609788744
Cox6b1	7	30616974	30626151	8.72995	9.010064	8.973071	9701	9177	2.6	46.9	17	6	Sim	-12	ALL GE	SEG	3.986861270290045
Plekhf1	7	38220654	38227994	2.0504818	2.8322384	2.8197567	43354	7340	4.1	50.8	20	6	Sim	-12	ALL GE	SEG	4.637039190559404
Prr12	7	45027707	45052881	3.5705838	3.2889538	3.7829108	9796	25174	4.5	53.3	19	7	Sim	-12	ALL GE	SEG	3.9910931080488874
Sphk2	7	45709467	45718002	4.9384627	4.6760836	4.807351	2545	8535	5.6	55.3	17	8	Sim	-12	ALL GE	SEG	3.4058583993176366
Fam83e	7	45721212	45729492	1.3786584	1.1548297	1.5183158	4604	8280	3.8	55.7	19	8	Sim	-12	ALL GE	SEG	3.663229634532868
Cyfip1	7	55841745	55930700	7.626687	7.5840516	7.5931277	47597	88955	2.2	43.4	16	5	Sim	-12	ALL GE	SEG	4.677588704669821
Tarsl2	7	65644898	65692091	2.1661441	1.8811481	2.314539	46271	47193	2.4	44	16	6	Sim	-12	ALL GE	SEG	4.665318271278418
Tm2d3	7	65691169	65701913	5.6490283	5.773647	5.4747553	46271	10744	4.2	47	16	6	Sim	-12	ALL GE	SEG	4.665318271278418
Chsy1	7	66109515	66173789	5.414423	6.164411	6.1265106	29866	64274	2.3	43.8	15	6	Sim	-12	ALL GE	SEG	4.4751916019520435
Idh2	7	80094846	80115392	7.170306	7.012353	7.316248	71449	20546	3.2	48.2	18	6	Sim	-12	ALL GE	SEG	4.854002233126989
Homer2	7	81600481	81706925	2.295745	2.2961855	2.3283448	56000	106444	2.5	46.5	17	6	Sim	-12	ALL GE	SEG	4.748195782195563
Fah	7	84585159	84606722	2.754807	3.5928879	3.5705562	72639	21563	2	48.2	18	6	Sim	-12	ALL GE	SEG	4.861175835513029
Rsf1	7	97579896	97692782	6.3322353	6.32608	6.2166953	399	112886	1.6	39.6	15	5	Sim	-12	ALL GE	SEG	2.6020599913279625
Omp	7	98143360	98145502	-4.1759305	-5.932633	-3.2338974	32772	2142	5.5	57	19	9	Sim	-12	ALL GE	SEG	4.515516197983283
Rnf169	7	99920254	99980458	4.548157	4.229129	4.2721124	25946	60204	2.2	43.2	18	5	Sim	-12	ALL GE	SEG	4.414087151827533
Rnf121	7	102019137	102065469	4.7002025	5.315591	5.0122495	42	46332	1.5	42.7	17	5	Sim	-12	ALL GE	SEG	1.6334684555795864
Pgap2	7	102210208	102238567	5.8233647	6.0428567	5.701341	88	28359	2.1	45.6	16	6	Sim	-12	ALL GE	SEG	1.9493900066449128
Eif3f	7	108934417	108942951	8.441164	8.517676	8.48547	4259	8534	3.4	48.2	16	6	Sim	-12	ALL GE	SEG	3.629409599102719
Eif4g2	7	111067985	111083030	10.262293	10.02609	10.22183	54079	15045	2.8	41.7	17	5	Sim	-12	ALL GE	SEG	4.733036682933579
4933427G17Rik	7	120982509	121014787	-7.327934	-7.084636	-2.1635082	197	32278	2	42.7	16	5	Sim	-12	ALL GE	SEG	2.296665190261531
Tufm	7	126487355	126490730	7.2181306	6.704671	7.124836	12225	3375	5.3	53.1	16	7	Sim	-12	ALL GE	SEG	4.087284391453761
Ctf1	7	127712736	127718185	1.7840714	2.5987482	2.352567	3803	5449	4.1	49.3	16	6	Sim	-12	ALL GE	SEG	3.5802405082653763
Plekha1	7	130865756	130913312	6.045808	6.186146	5.7459564	574	47556	2.2	41.2	13	5	Sim	-12	ALL GE	SEG	2.7596678446896306
Zfp511	7	140036391	140040605	4.8749385	4.8338957	5.0265517	41	4214	4.6	51	17	7	Sim	-12	ALL GE	SEG	1.6232492903979006
Deaf1	7	141297176	141327725	4.9276853	4.81136	4.6005735	14	30549	2.5	47.7	17	7	Sim	-12	ALL GE	SEG	1.1760912590556813
Star	8	25808474	25814723	1.5245092	1.2961855	0.91381615	22883	6249	2.7	48.1	17	7	Sim	-12	ALL GE	SEG	4.35953193909363
Fut10	8	31187331	31261738	4.7862425	4.229129	4.7261047	18607	74407	2.3	44.2	17	5	Sim	-12	ALL GE	SEG	4.2696996973843735
Ppp1r3b	8	35375741	35388124	-0.986106	1.0389105	1.032889	119792	12383	3.7	46.3	15	6	Sim	-12	ALL GE	SEG	5.078431441173549
Cnot7	8	40492540	40515847	6.7537904	6.9626584	6.982181	4064	23307	2.6	38.8	16	4	Sim	-12	ALL GE	SEG	3.609060549930087
Fgl1	8	41191434	41215156	1.3278953	1.5791196	0.7456705	2983	23722	1.6	39.8	15	5	Sim	-12	ALL GE	SEG	3.474798818800631
Neil3	8	53586867	53639065	4.4137206	3.540058	4.1332984	127363	52198	1.6	39.7	16	5	Sim	-12	ALL GE	SEG	5.1050466900814735
2310045N01Rik	8	70139499	70167488	4.935531	5.1121025	4.9816356	8166	27989	3.2	52.1	18	7	Sim	-12	ALL GE	SEG	3.9120625555885025
Mpv17l2	8	70758649	70760921	3.3901234	3.4988647	3.815134	5742	2272	6.3	57	16	8	Sim	-12	ALL GE	SEG	3.7591388162811663
Arrdc2	8	70835155	70839720	0.15498649	1.55922	0.16527352	17288	4565	7.1	55	18	8	Sim	-12	ALL GE	SEG	4.237769874301018
Unc13a	8	71624417	71671757	1.9864608	2.1992238	2.9843025	4917	47340	3.9	54.2	20	7	Sim	-12	ALL GE	SEG	3.6917885244026984
Zfp617	8	71908635	71934629	5.4353247	5.1693425	5.0699973	27	25994	2	41.4	16	5	Sim	-12	ALL GE	SEG	1.4471580313422192
Pkn1	8	83669762	83699179	0.85197556	1.722003	1.5102636	15998	29417	3.3	51.4	18	7	Sim	-12	ALL GE	SEG	4.204092838402539
Phkb	8	85840959	86061376	5.3617735	5.0356736	5.114941	10	220417	1.3	39.9	16	5	Sim	-12	ALL GE	SEG	1.0413926851582251
Siah1a	8	86723940	86746006	4.234521	3.9606686	4.4805193	307	22066	2.4	42.4	17	5	Sim	-12	ALL GE	SEG	2.4885507165004443
Tmem188	8	88118769	88135110	6.108171	6.041602	6.375651	19086	16341	2.5	41.5	15	5	Sim	-12	ALL GE	SEG	4.280737673504682
Slc38a7	8	95835920	95853539	3.8268847	4.5820813	4.114388	28185	17619	3.3	49.7	18	7	Sim	-12	ALL GE	SEG	4.450033447592529
Cmtm3	8	104340594	104347672	1.1140884	2.7486055	2.7097895	18357	7078	4	52.8	19	7	Sim	-12	ALL GE	SEG	4.263825365521215
Ctcf	8	105636568	105682922	7.1004124	6.88455	7.1152453	31339	46354	2.1	41.4	15	5	Sim	-12	ALL GE	SEG	4.496098992132572
Vps4a	8	107031222	107045755	4.7414417	5.3799663	5.2065563	34	14533	3.2	48.4	16	7	Sim	-12	ALL GE	SEG	1.5440680443502757
Gcsh	8	116981810	116993537	8.16833	8.370362	8.373248	14594	11727	3	46	17	6	Sim	-12	ALL GE	SEG	4.164204099324033
Taf1c	8	119597975	119605222	4.5331535	3.9839928	4.5613303	7525	7247	5.4	57.4	18	8	Sim	-12	ALL GE	SEG	3.8765642139838454
Afg3l1	8	123477903	123503916	5.4394693	5.390703	5.399007	34917	26013	3.7	48.6	15	7	Sim	-12	ALL GE	SEG	4.543049360639533
Alkbh8	9	3335478	3387050	5.4953895	5.2234497	5.3923593	68607	51572	1.1	37.6	15	4	Sim	-12	ALL GE	SEG	4.8363747593406385
Aasdhppt	9	4294793	4309494	6.4902935	6.6382895	6.7117662	249	14701	1.3	36.2	15	4	Sim	-12	ALL GE	SEG	2.3979400086720375
Tmem123	9	7764041	7794333	5.0722938	5.0585346	5.0823836	12369	30292	2.1	44.1	16	6	Sim	-12	ALL GE	SEG	4.092369699629121
Yap1	9	7931999	8004596	6.2551756	6.511088	6.435741	38758	72597	2.3	43.5	17	6	Sim	-12	ALL GE	SEG	4.58837256352619
Mtmr2	9	13748410	13806481	6.8594704	6.789	6.860246	78697	58071	1.8	40.8	14	5	Sim	-12	ALL GE	SEG	4.895963695510263
BC017612	9	15505487	15545260	4.5524154	4.577142	4.240214	122446	39773	2	48.2	17	7	Sim	-12	ALL GE	SEG	5.0879481492042515
Ccdc67	9	15559864	15627933	-1.8540022	1.6410141	1.7762108	81805	68069	1.8	44.4	16	6	Sim	-12	ALL GE	SEG	4.912785157844063
Dnmt1	9	20907206	20959888	7.2839494	7.042678	7.241684	16905	52682	3.5	50.3	18	7	Sim	-12	ALL GE	SEG	4.228040864639632
Vps26b	9	27004503	27030094	7.2881045	6.9300046	7.2478766	81	25591	2.4	45.7	17	6	Sim	-12	ALL GE	SEG	1.9138138523837167
Robo4	9	37401897	37414023	-1.6213417	-0.6288523	1.6524086	31266	12126	2.6	49.7	19	6	Sim	-12	ALL GE	SEG	4.495086213639859
Dscaml1	9	45430293	45753164	-3.716499	-2.2321935	-6.5558257	27155	322871	2.3	49.1	18	6	Sim	-12	ALL GE	SEG	4.433865800002353
Rnf214	9	45863425	45906894	4.720402	4.8479066	4.8886714	325	43469	2	43.1	17	5	Sim	-12	ALL GE	SEG	2.513217600067939
Rbm7	9	48488709	48495330	6.3349576	6.1841984	6.3885207	15	6621	2.8	40.6	16	5	Sim	-12	ALL GE	SEG	1.2041199826559248
Acat1	9	53580522	53610382	2.849209	4.384214	3.9524643	59632	29860	2.2	44.2	17	6	Sim	-12	ALL GE	SEG	4.775486658258578
Clk3	9	57750711	57765860	5.737146	5.7340345	5.892678	12005	15149	4.2	52	19	7	Sim	-12	ALL GE	SEG	4.079398339019855
Kif23	9	61917280	61946799	6.4636364	6.698316	6.6355805	32261	29519	2.4	42.9	17	5	Sim	-12	ALL GE	SEG	4.5086912868607625
Rasl12	9	65398488	65414853	1.5485835	-0.0018957199	1.6909149	6836	16365	2.3	49.6	18	7	Sim	-12	ALL GE	SEG	3.834865579900038
Oaz2	9	65668001	65690300	6.511008	7.0627804	6.9031897	38353	22299	2.1	46.7	17	6	Sim	-12	ALL GE	SEG	4.583810663913107
Trip4	9	65828930	65908794	5.62092	5.620276	5.572652	18557	79864	1.5	41.3	16	5	Sim	-12	ALL GE	SEG	4.268531170386822
Polr2m	9	71478437	71485935	9.067987	8.74638	9.086572	106330	7498	3.9	45.8	19	6	Sim	-12	ALL GE	SEG	5.026659898259999
Ooep	9	78376109	78378725	2.7324622	2.0273688	2.0431573	10548	2616	4.4	47.5	16	6	Sim	-12	ALL GE	SEG	4.023211292328889
Tfdp2	9	96196275	96323646	6.04233	5.9770727	5.8869233	76913	127371	1.6	40.7	15	5	Sim	-12	ALL GE	SEG	4.886005397920503
Rnf7	9	96470941	96478675	7.9229655	7.8950567	8.058467	41241	7734	3.6	44.8	17	5	Sim	-12	ALL GE	SEG	4.615339717908828
Poc1a	9	106281061	106349891	5.638852	5.558218	4.9810286	32935	68830	2.8	50.9	17	7	Sim	-12	ALL GE	SEG	4.517670853989429
Qrich1	9	108517087	108560167	7.204125	6.8672557	7.1423907	9082	43080	1.9	42.2	15	5	Sim	-12	ALL GE	SEG	3.958229314188382
